iteration,mean,max,std,dist_mean,dist_min
0,0.9128661162527294,0.9128661162527294,0,0,0
1,1.7030751384410607,1.9453690346510517,0.16180847992174408,6.653084118554967,6.6468358726106676
2,1.9979717851739844,2.096650235608185,0.15714184763907985,4.623645093614008,4.60358402025239
3,1.875013952686075,2.0512627474734555,0.15439555702674748,4.5701618949256435,4.498841453667051
4,2.0071141660029785,2.1331119661531734,0.1551844915292681,4.549820011381937,4.4314200186871515
5,1.9047234831036262,2.0320378851005243,0.1546536084813646,4.680643807506927,4.481878955322511
6,1.8843628122293166,1.9861197602440834,0.15579666992412897,4.925160725385654,4.756876119210465
7,1.8481828440412105,1.8853671606760332,0.15697070189307966,4.99480375413387,4.892695358505981
8,1.8613728584845979,1.9722650197787006,0.15610308429705938,4.78348758037237,4.692816569091593
9,1.8568261210753274,1.8949654114982628,0.1567257479979529,4.682999463659981,4.383594935570755
10,1.8829696304635763,1.9926204651834285,0.15625980186657573,4.883630430834026,4.671510472477392
11,1.8330616772752804,1.8697987791951867,0.15641643824772375,4.78305658119838,4.705144689366302
12,1.9489709966472328,2.000426329415393,0.15572175264301308,4.826773492336661,4.5435175369381495
13,1.9402261244027539,2.0177962826101257,0.15465992391083472,4.920648382730839,4.8228957552635014
14,1.9215359653269555,2.113043667225707,0.1548089607940898,4.883851014956883,4.768701009239225
15,1.8930284215803765,2.019311624759393,0.15469413467081003,4.80284911632706,4.580324017423889
16,1.8743370594798634,1.903637748241023,0.1558881478645269,4.760274017816905,4.64548639582749
17,1.9005806735602129,2.093833242464143,0.15516900035509568,4.8245986808244705,4.772027615032976
18,1.9100985777809687,2.012081476176586,0.15548724735923658,4.7577295785689016,4.663281057253959
19,1.9570971505702333,2.0264687999077173,0.15513397516481411,4.930658711533774,4.798901736553559
20,1.885212623498404,1.9032217272051417,0.15463764687295853,4.938565305316663,4.859083778627112
21,1.8550808895890858,1.934071622444983,0.15346227864920226,4.729961147072997,4.584005756165719
22,1.965933116618588,2.0963774749547532,0.1536266908601762,4.8164195752101175,4.7203691180317655
23,1.931470397783163,2.041277195611094,0.15515843040682104,4.893784023819922,4.795623788583757
24,1.863140249023528,2.0001789494555675,0.15658019727945963,4.809566013491746,4.559572848138022
25,1.9747569749739982,2.1316457407588416,0.15477513791343844,4.986952565918278,4.79016059561857
26,2.009251669339846,2.074266041618348,0.15578229806449312,4.85624756249488,4.680387488652629
27,1.9466736922107724,2.058741772061237,0.1538824337709659,4.872392938675154,4.679633339147309
28,1.9466040023394449,2.018971860180541,0.15416117849053632,4.894912071249269,4.776718513982488
29,1.942081322939883,2.0613849542673073,0.15045810205267626,4.893930306514519,4.687712343014127
30,1.9768816051638693,2.1242805669350244,0.15571940592692926,4.705181673344652,4.554498537069484
31,1.9871612428988832,2.037298949224268,0.1537945392721885,4.826138537146084,4.757226437116463
32,1.9623494838269417,2.1955141437939933,0.15536606254436297,4.8495507966987,4.742191408663188
33,1.8434877836029124,2.0265561473638942,0.15526653685234934,4.792462549216363,4.622864067044805
34,1.8979767671927217,1.972932948513131,0.15623170607191142,4.825197630944656,4.742379875223662
35,2.0362929468071487,2.096978806482895,0.15314761344609717,4.852132750754446,4.758495938373706
36,2.0587731890771335,2.2196530822258307,0.1552868263396666,4.83673965256477,4.646186109625937
37,1.9474747209404435,2.065777488154031,0.15292258383742496,4.735518957740253,4.558191403428768
38,1.9698705879855707,2.0066853461224854,0.1549945871669133,4.608630463009293,4.469366726528102
39,1.96813325999255,2.080559870872806,0.15431192389812248,4.7965984132946655,4.583403435259164
40,1.960671370888745,2.088164416101656,0.15487672809123676,4.7882623609816735,4.644586760800033
41,1.954566728950566,2.0823951687077162,0.15530058971456595,4.81871597456564,4.792270625763042
42,2.0659735134620734,2.1466294305438964,0.15333093166766837,4.875813984089152,4.520044105526764
43,2.0512564903551573,2.272290791006036,0.15208505800030186,4.812544074820435,4.655468813990295
44,1.9357832641902681,2.034261313336222,0.15532092195315694,4.92798755028233,4.7511576300274765
45,1.9764222722437625,2.0439002741435663,0.15382874183213946,4.837333467185873,4.713871751396773
46,1.862205334764505,1.9418125812420877,0.15492173059612424,4.824919100902717,4.7297914823127085
47,1.8805420814415656,2.0073716760520703,0.1551084605511468,4.847570614484211,4.759108092976126
48,1.9423619598252548,2.0471153391607735,0.153860070740717,4.801732690602308,4.661748641139512
49,1.9272567304265165,2.036178590441184,0.15489864457122743,4.7608904534526975,4.588087134992848
50,1.8951099741226036,1.9526075048603146,0.15684992875419393,4.672430823973878,4.428541312360114
