iteration,mean,max,std,dist_mean,dist_min
0,-0.8613153983058112,-0.8613153983058112,0,0,0
1,-1.3050859340790109,-1.2624341965875367,0.45303547833523444,0.8929822174069515,0.889107937481675
2,-1.1348207780564885,-1.0017502258489952,0.39875301592682844,0.7996468916572325,0.797725709564572
3,-1.0828111923407033,-0.9902874521240366,0.38816017441962036,0.7479407003418184,0.7296642992353788
4,-1.1547627416867585,-1.068682760086204,0.4092215643344069,0.7421316512179714,0.7183544845072628
5,-0.9676597896332899,-0.7308795301374138,0.3529592796785754,0.6892211126730066,0.6581863812053835
6,-1.055632118583378,-0.9744277380959088,0.3753697871988786,0.6621661233787054,0.6244850495670657
7,-0.8578453307949543,-0.5838509592188907,0.30034387043779925,0.6029114586502103,0.5579839013963411
8,-0.8969034957250895,-0.7657512244347794,0.28829757313208093,0.6400433018560148,0.5891445171154657
9,-1.0398933762580733,-0.927023842153001,0.37398522012282553,0.7517851869760415,0.7244310252720236
10,-0.8064936443269302,-0.5500723403142775,0.29859956423235684,0.6803347952435732,0.5924236950559287
11,-0.8473852925037368,-0.63135154790305,0.3096366418926222,0.5837004876440441,0.3885769532113449
12,-0.9594939397873699,-0.5351974243564835,0.34882842036307915,0.7705895335389051,0.34926546039919726
13,-0.728851579930403,-0.6876480932078475,0.27628930999889556,0.32996605465971085,0.2920423639018427
14,-1.0589917637982331,-0.6452800952566295,0.2468055777771528,1.2530823656444712,0.5552705534682064
15,-0.7616847213197859,-0.6488533761400344,0.2876612064411466,0.5930640108936467,0.5387879055833887
16,-0.5645538972629238,-0.5144515285685256,0.2087355953597688,0.5950790055448415,0.48183284722649783
17,-0.6735555595650435,-0.6335125747999767,0.24942070916626288,0.48430973799635446,0.45989126109802997
18,-0.9215476263805089,-0.8981895976523745,0.34378143790752524,0.6014745120010256,0.5447542135502251
19,-0.519553332325778,-0.4888286081803972,0.20798766276604805,0.6445601306727059,0.6115716813311507
20,-0.8256613890925661,-0.7631695121282605,0.3053190441824004,0.6818636787434764,0.6536429378400065
21,-0.44774079487796087,-0.35841941849502745,0.18123006197747465,0.5654418129870912,0.543236783484083
22,-0.4606764823931327,-0.4244098270439918,0.18915596639653853,0.16425875804078632,0.1418899417017426
23,-0.48847303276064064,-0.4469152945294184,0.19445910695771668,0.1920022764418834,0.177590813340684
24,-0.4982412888531309,-0.4702063546098962,0.19778139062107558,0.14181610127234434,0.11552441483451134
25,-0.5384017988339662,-0.5082407479877663,0.21264645067534185,0.26105844956436025,0.20602921896392729
26,-0.7373602113714213,-0.48658619710220885,0.27314392757885597,0.5776465272349061,0.1405628462991173
27,-0.544981606528405,-0.5269657705225973,0.21184784609673918,0.13232169227773488,0.11390525377410746
28,-0.5570628918225871,-0.5065850993820239,0.21370867718266548,0.12779026286950013,0.10545315155373892
29,-1.0664777701733128,-0.8736025908715507,0.3902613107942787,1.1395886671029565,0.917456854837041
30,-0.8745597283755848,-0.7763603464359824,0.31327785379342904,0.16496563530532374,0.1533511792196113
31,-0.7380492831325228,-0.7150163474456198,0.2699134031535902,0.12757571533432516,0.10667942046249453
32,-0.7109320808346702,-0.6897066450618117,0.2570728274184714,0.1440357376722205,0.12599205437131636
33,-0.5946727219685817,-0.4741672834464791,0.22709545634613576,0.8108597215026649,0.6448286106445683
34,-0.43240645889834395,-0.4046712750266521,0.17207879981638471,0.1768517482401549,0.15919396377804898
35,-0.4248299744812133,-0.3435576265124562,0.1623557183567972,0.22980161669052815,0.1163759566225122
36,-0.3390734622957156,-0.29966109835703914,0.13880322225301212,0.1268886570810747,0.11151754466354162
37,-0.3586704493280491,-0.34123242290242034,0.15021854618353717,0.09864422428837508,0.07925459554568971
38,-0.9826225159945923,-0.8756654271018959,0.3648244757046817,0.8532690454600271,0.7307908366626432
39,-0.8903982896072017,-0.840361468044367,0.3270264957591361,0.16249629801925686,0.13147827776975268
40,-0.8613055262346591,-0.7950965147204704,0.3182194323095106,0.4558446546398187,0.16015259523608058
41,-0.8057418138608776,-0.7515357286169785,0.3062253416611752,0.1996528437552708,0.1474302391214005
42,-0.5964893072620677,-0.38664282286911994,0.22946455432742868,0.5553410099920917,0.37233194151436777
43,-0.6508889942191656,-0.3600989491721186,0.24473148688984725,0.5084911142706956,0.10145624800223482
44,-0.35988623821709453,-0.3353164168570442,0.1504618479656469,0.08145771101998672,0.06769546892928648
45,-0.3589474731970832,-0.3388927363272774,0.1463683012460409,0.12199105051904699,0.08786677944146304
46,-1.4640074844791442,-1.4358823289243463,0.4792839050420366,1.5557925249793938,1.5381624269370848
47,-1.387760355593911,-1.3856389988785622,0.4710533216371483,0.16490006655109685,0.16166643309955808
48,-1.3189830082637883,-1.2802113670276707,0.45228184277201544,0.27758591980485975,0.18297596921804282
49,-1.226400414671376,-1.2092795442901136,0.409626443226038,0.27073229336610644,0.2306044414453405
50,-1.0206558566309145,-0.3816888064943397,0.3277960619810332,0.5528943258647555,0.23901019186803182
