iteration,mean,max,std,dist_mean,dist_min
0,-0.46327493459367275,-0.46327493459367275,0,0,0
1,-0.8918698607644037,-0.6714679564398063,0.3094164727802596,0.9140116984329387,0.8732921635477242
2,-0.9450165674223912,-0.8917569220456133,0.301191208313936,0.8024623638196149,0.801730221395486
3,-1.0182991389801195,-0.868686640218766,0.36864343174908953,0.773620180870453,0.7674044377299207
4,-0.8435632242272739,-0.743381324139177,0.3130067134525122,0.7234822138716743,0.7117883513917412
5,-0.9710531320832259,-0.8532886101644853,0.3425026518528475,0.7051868556690842,0.6883814408079291
iteration,mean,max,std,dist_mean,dist_min
0,-0.5144250812114309,-0.5144250812114309,0,0,0
1,-1.1447644180366152,-1.0476061882464793,0.33361115778282274,0.8942565799871782,0.8802386625068175
iteration,mean,max,std,dist_mean,dist_min
0,-0.4415729873135861,-0.4415729873135861,0,0,0
1,-1.06850959717859,-1.0248646189963015,0.3131813469803864,0.8994627307060594,0.8704170277327514
2,-1.0978286670596076,-0.9202483851444992,0.37375058359335045,0.7980211081180472,0.7972835144341814
3,-1.063135246739447,-0.9577997065221315,0.3391923686259171,0.7619006039837877,0.7538680438420443
iteration,mean,max,std,dist_mean,dist_min
0,-0.455369801181656,-0.455369801181656,0,0,0
1,-1.0718664762208991,-1.0565359524174445,0.3474171619221782,0.8983012649985351,0.8861653686300232
2,-1.022497844923065,-0.9122470186328221,0.3101276619778778,0.7993796699202551,0.7988344249935816
iteration,mean,max,std,dist_mean,dist_min
0,-0.7822679193731187,-0.7822679193731187,0,0,0
1,-1.3093463793962286,-1.2250811712926244,0.4063527366698708,0.8959874539863684,0.8831480568104936
2,-1.0676584327572511,-0.859576430980692,0.33165341013063016,0.8089584972629064,0.7959040988079614
