iteration,mean,max,std,dist_mean,dist_min
0,-0.6614016043555357,-0.6614016043555357,0,0,0
1,-1.2218738521831798,-1.0798273480660447,0.3975345439921118,0.8952556334520221,0.8808714289069496
2,-1.0108561439091082,-0.878213912508657,0.35197765131431524,0.8015755388735553,0.7966232520004002
3,-1.1219390285655422,-1.1063337367057777,0.3723480129209541,0.7608626122196969,0.745908299212784
4,-1.043622873262086,-0.7954174248367138,0.33914540759678785,0.7342946692897753,0.7221841785717423
5,-1.0079030185182747,-0.8837450724142667,0.3230264545045337,0.6900932211904403,0.6606506216449417
6,-0.8276781894518783,-0.6974341209544848,0.3024421307760753,0.6429927434396575,0.6288316584706121
7,-0.8903370981087659,-0.845757707160647,0.3112504395682587,0.6227651583876388,0.6123618901329031
8,-0.9008179437301721,-0.7385346012107574,0.3168708609821108,0.6081998731380928,0.5746134727526458
9,-1.0216531073787702,-0.9301289554055014,0.3571706489029198,0.6645798072831469,0.6084464778800832
10,-0.7964553959676216,-0.6212781861848661,0.28352444016615713,0.5271377903006165,0.4269226385914365
11,-1.0353281068648215,-0.9804541112250732,0.35812172621322247,0.6716813620931193,0.5611385414239225
12,-0.7213262188062902,-0.6144902397198324,0.2657489602718224,0.5003207713318616,0.47192557204461083
13,-0.8056809403980044,-0.6085396374034777,0.3031971102963028,0.3525082206617619,0.27010794467981614
14,-0.5720223995795747,-0.4990342545379619,0.21226372222976136,0.20991195004993757,0.18722932525233224
15,-0.7529010912732254,-0.7197721359997723,0.2796419567891406,0.39757793399726005,0.37887102744054757
16,-0.5221318273645663,-0.47737755505830737,0.1936441497697415,0.32528711030819707,0.25843007242860366
17,-0.658422497969487,-0.6425057580758021,0.24201791276902807,0.3091271184660297,0.2786974452250499
18,-0.5446186461665751,-0.4559750469451269,0.20381993893563466,0.40250640382340264,0.32421132141881515
19,-0.6607674915786911,-0.45531070527769946,0.23892791355807858,0.5436652653738732,0.39784964525718053
20,-0.36319121891192074,-0.24334449447241646,0.14826502758278545,0.33062401702921157,0.30043955552660334
21,-0.30294435450858376,-0.2752312217505275,0.12154418903683285,0.18934346350651504,0.17077728751076132
22,-0.2889854581757494,-0.22576329595359296,0.12087945432742653,0.27596150490993854,0.22730581707445108
23,-0.2880036548921348,-0.23373370180630273,0.11890028459741214,0.2013214590467198,0.17967143207890113
24,-0.42647576686019273,-0.33189098927152155,0.14143218853677025,0.30840940038738845,0.19127119940654705
25,-0.8551825805811786,-0.37347515843507906,0.27456889367865156,0.7536375500816639,0.17148037411431657
26,-0.40734612607016146,-0.37191261624866884,0.14553008168470558,0.15501400030004542,0.12197318209574891
27,-0.9390542925224064,-0.553304552588016,0.3235919533706536,0.8765664567372722,0.3823714589677665
28,-0.4259032193433488,-0.40771653473443165,0.16374486255848014,0.19204506865831783,0.17681514061304998
29,-0.410297490903298,-0.3614046314820856,0.156208052386904,0.11089052407439859,0.09412502489763218
30,-1.1281697039175949,-1.0475230126247062,0.3830550626612738,1.0960323980595277,1.018286822407993
31,-0.994111727109803,-0.8937735582446059,0.3350400001910147,0.23968217819166734,0.20094183233548155
32,-0.551784665744517,-0.3240029078977676,0.21073737731706982,0.7808709285319274,0.5735726606115883
33,-0.38095075093757325,-0.3746862023161358,0.14061243732178774,0.11719075744895954,0.09969119367644413
34,-1.0313001455142912,-0.9835855864899292,0.33874998521898914,0.9056443650685474,0.814437088812743
35,-0.3529289412110981,-0.34282063186222905,0.13529939989846596,0.9079425934408647,0.8959817005751955
36,-0.9609677820105139,-0.9275704797819114,0.31530046503028747,0.9113758359179607,0.8500790125055427
37,-1.036190046437872,-0.8649956171902469,0.3731053451172359,1.2138860118758825,0.3067348978875624
38,-0.8859672846598328,-0.8322785289432122,0.30647950717751893,0.151286771697054,0.12418085226208075
39,-0.8263936316518888,-0.7077240002443189,0.2962188690726131,0.47384245110683076,0.22392039167164268
40,-0.7356535177549709,-0.7118537093766407,0.26272347473753244,0.1486844435914911,0.12346431734202078
41,-0.8056325722008628,-0.7162478478860681,0.27942201901089947,1.103424336218088,1.064674208577701
42,-0.7555023973491538,-0.6067927628040627,0.27032806152729294,0.5753776562609305,0.2836109793714229
43,-0.638651036134948,-0.5580873190177253,0.2375237917022681,0.18662879358996196,0.17328256865879899
44,-0.7014771099226675,-0.6676017434616471,0.24722330210739885,1.021687816440334,0.9864923994572349
45,-0.6907758265619344,-0.3619817532660172,0.2581273636312801,0.6801700483540708,0.41061355959749263
46,-0.6544707280355817,-0.335774958799924,0.23145166334566894,0.5056583539275044,0.12838037178049047
47,-0.2904125704534156,-0.2681526819013929,0.11560704621931363,0.14537077895660144,0.11455941170194293
48,-0.3376616000023043,-0.3239955868462933,0.12595036588263037,0.16267855697297162,0.13259649689556538
49,-1.002339261454828,-0.7946413224374443,0.35705156156413415,0.8975146750792946,0.6106418276367539
50,-0.8281976070121121,-0.8110133295223251,0.30803662958050193,0.11618635339645476,0.11124144811588244
